RDD33695.1	contig82518	0.0	588	320	386	703	12413	11454	94.062	732	55352
RDD33695.1	contig82518	0.0	242	145	111	255	13238	12804	88.276	732	55352
RDD33695.1	contig82518	0.0	167	111	1	110	13554	13237	89.189	732	55352
RDD33695.1	contig82518	0.0	149	80	305	384	12655	12416	91.250	732	55352
RDD33695.1	contig82518	0.0	99.0	60	250	309	12822	12643	83.333	732	55352
RDD33695.1	contig82518	2.88e-28	81.3	219	432	636	33862	33305	31.963	732	55352
RDD33695.1	contig82518	2.88e-28	57.0	73	647	717	33210	32992	46.575	732	55352
RDD33695.1	contig82518	3.90e-23	99.0	145	9	147	35205	34777	48.276	732	55352
RDD33695.1	contig82518	7.71e-14	68.6	34	695	728	11487	11386	91.176	732	55352
RDD33695.1	contig22648	1.54e-80	182	104	170	273	53568	53257	85.577	732	83542
RDD33695.1	contig22648	1.54e-80	130	81	308	388	53137	52895	76.543	732	83542
RDD33695.1	contig22648	1.88e-78	269	181	1	178	54082	53540	82.320	732	83542
RDD33695.1	contig22648	2.19e-47	175	217	481	687	45530	44910	52.535	732	83542
RDD33695.1	contig22648	5.42e-22	95.1	169	187	342	61729	62226	31.953	732	83542
RDD33695.1	contig22648	5.79e-18	82.0	62	262	318	53309	53124	74.194	732	83542
RDD33695.1	contig22648	1.08e-13	68.2	98	388	479	48307	48014	51.020	732	83542
RDD33695.1	contig4956	3.11e-55	156	104	612	715	89033	88728	76.923	732	95212
RDD33695.1	contig4956	3.11e-55	54.7	28	585	612	89115	89032	78.571	732	95212
RDD33695.1	contig4956	3.11e-55	38.1	19	714	732	88725	88669	89.474	732	95212
RDD33705.1	contig82518	0.0	588	320	386	703	12413	11454	94.062	732	55352
RDD33705.1	contig82518	0.0	242	145	111	255	13238	12804	88.276	732	55352
RDD33705.1	contig82518	0.0	167	111	1	110	13554	13237	89.189	732	55352
RDD33705.1	contig82518	0.0	149	80	305	384	12655	12416	91.250	732	55352
RDD33705.1	contig82518	0.0	99.0	60	250	309	12822	12643	83.333	732	55352
RDD33705.1	contig82518	2.88e-28	81.3	219	432	636	33862	33305	31.963	732	55352
RDD33705.1	contig82518	2.88e-28	57.0	73	647	717	33210	32992	46.575	732	55352
RDD33705.1	contig82518	3.90e-23	99.0	145	9	147	35205	34777	48.276	732	55352
RDD33705.1	contig82518	7.71e-14	68.6	34	695	728	11487	11386	91.176	732	55352
RDD33705.1	contig22648	1.54e-80	182	104	170	273	53568	53257	85.577	732	83542
RDD33705.1	contig22648	1.54e-80	130	81	308	388	53137	52895	76.543	732	83542
RDD33705.1	contig22648	1.88e-78	269	181	1	178	54082	53540	82.320	732	83542
RDD33705.1	contig22648	2.19e-47	175	217	481	687	45530	44910	52.535	732	83542
RDD33705.1	contig22648	5.42e-22	95.1	169	187	342	61729	62226	31.953	732	83542
RDD33705.1	contig22648	5.79e-18	82.0	62	262	318	53309	53124	74.194	732	83542
RDD33705.1	contig22648	1.08e-13	68.2	98	388	479	48307	48014	51.020	732	83542
RDD33705.1	contig4956	3.11e-55	156	104	612	715	89033	88728	76.923	732	95212
RDD33705.1	contig4956	3.11e-55	54.7	28	585	612	89115	89032	78.571	732	95212
RDD33705.1	contig4956	3.11e-55	38.1	19	714	732	88725	88669	89.474	732	95212
RDD34436.1	contig82518	0.0	588	320	386	703	12413	11454	94.062	732	55352
RDD34436.1	contig82518	0.0	242	145	111	255	13238	12804	88.276	732	55352
RDD34436.1	contig82518	0.0	167	111	1	110	13554	13237	89.189	732	55352
RDD34436.1	contig82518	0.0	149	80	305	384	12655	12416	91.250	732	55352
RDD34436.1	contig82518	0.0	99.0	60	250	309	12822	12643	83.333	732	55352
RDD34436.1	contig82518	2.88e-28	81.3	219	432	636	33862	33305	31.963	732	55352
RDD34436.1	contig82518	2.88e-28	57.0	73	647	717	33210	32992	46.575	732	55352
RDD34436.1	contig82518	3.90e-23	99.0	145	9	147	35205	34777	48.276	732	55352
RDD34436.1	contig82518	7.71e-14	68.6	34	695	728	11487	11386	91.176	732	55352
RDD34436.1	contig22648	1.54e-80	182	104	170	273	53568	53257	85.577	732	83542
RDD34436.1	contig22648	1.54e-80	130	81	308	388	53137	52895	76.543	732	83542
RDD34436.1	contig22648	1.88e-78	269	181	1	178	54082	53540	82.320	732	83542
RDD34436.1	contig22648	2.19e-47	175	217	481	687	45530	44910	52.535	732	83542
RDD34436.1	contig22648	5.42e-22	95.1	169	187	342	61729	62226	31.953	732	83542
RDD34436.1	contig22648	5.79e-18	82.0	62	262	318	53309	53124	74.194	732	83542
RDD34436.1	contig22648	1.08e-13	68.2	98	388	479	48307	48014	51.020	732	83542
RDD34436.1	contig4956	3.11e-55	156	104	612	715	89033	88728	76.923	732	95212
RDD34436.1	contig4956	3.11e-55	54.7	28	585	612	89115	89032	78.571	732	95212
RDD34436.1	contig4956	3.11e-55	38.1	19	714	732	88725	88669	89.474	732	95212
RDD34509.1	contig82518	0.0	588	320	386	703	12413	11454	94.062	732	55352
RDD34509.1	contig82518	0.0	242	145	111	255	13238	12804	88.276	732	55352
RDD34509.1	contig82518	0.0	167	111	1	110	13554	13237	89.189	732	55352
RDD34509.1	contig82518	0.0	149	80	305	384	12655	12416	91.250	732	55352
RDD34509.1	contig82518	0.0	99.0	60	250	309	12822	12643	83.333	732	55352
RDD34509.1	contig82518	2.88e-28	81.3	219	432	636	33862	33305	31.963	732	55352
RDD34509.1	contig82518	2.88e-28	57.0	73	647	717	33210	32992	46.575	732	55352
RDD34509.1	contig82518	3.90e-23	99.0	145	9	147	35205	34777	48.276	732	55352
RDD34509.1	contig82518	7.71e-14	68.6	34	695	728	11487	11386	91.176	732	55352
RDD34509.1	contig22648	1.54e-80	182	104	170	273	53568	53257	85.577	732	83542
RDD34509.1	contig22648	1.54e-80	130	81	308	388	53137	52895	76.543	732	83542
RDD34509.1	contig22648	1.88e-78	269	181	1	178	54082	53540	82.320	732	83542
RDD34509.1	contig22648	2.19e-47	175	217	481	687	45530	44910	52.535	732	83542
RDD34509.1	contig22648	5.42e-22	95.1	169	187	342	61729	62226	31.953	732	83542
RDD34509.1	contig22648	5.79e-18	82.0	62	262	318	53309	53124	74.194	732	83542
RDD34509.1	contig22648	1.08e-13	68.2	98	388	479	48307	48014	51.020	732	83542
RDD34509.1	contig4956	3.11e-55	156	104	612	715	89033	88728	76.923	732	95212
