contig113427	contig113427	100.000	19141	0	0	1	19141	1	19141	0.0	34519
contig113427	contig113427	77.392	1296	160	50	4673	5859	7536	6265	0.0	911
contig113427	contig113427	76.835	1308	146	52	6265	7536	5859	4673	0.0	901
contig113427	contig113427	80.514	1011	87	55	15146	16124	14609	13677	0.0	787
contig113427	contig113427	80.514	1011	87	55	13677	14609	16124	15146	0.0	787
contig113427	contig113427	91.489	94	6	2	13280	13372	13372	13280	1.07e-29	127
contig113427	contig113427	86.275	51	6	1	1208	1258	632	681	1.59e-08	58.1
contig113427	contig113427	86.275	51	6	1	632	681	1208	1258	1.59e-08	58.1
contig113427	contig67161	90.032	933	42	13	12356	13282	59179	60066	0.0	1251
contig113427	contig67161	78.732	1467	146	86	6452	7799	57085	58504	0.0	1002
contig113427	contig67161	73.110	2090	353	108	5188	7130	55962	57989	0.0	938
contig113427	contig67161	82.338	804	50	50	8456	9242	58370	59098	0.0	668
contig113427	contig67161	81.778	450	35	16	4675	5091	58247	57812	1.80e-115	413
contig113427	contig67161	70.793	921	125	49	6399	7307	56692	55904	3.48e-99	358
contig113427	contig67161	81.491	389	44	16	14663	15042	77869	78238	4.84e-91	331
contig113427	contig67161	89.344	244	9	11	13371	13599	60064	60305	1.48e-78	289
contig113427	contig67161	76.555	418	47	23	14669	15041	78712	78301	3.05e-68	255
contig113427	contig67161	68.928	737	89	40	4501	5145	55458	56146	1.93e-64	243
contig113427	contig67161	84.390	205	12	8	7988	8192	36552	36736	3.98e-54	208
contig113427	contig67161	68.439	583	68	42	3459	3937	54492	55062	5.91e-33	138
contig113427	contig67161	78.462	195	26	10	14816	15003	69069	69254	2.51e-31	132
contig113427	contig67161	74.444	90	23	0	1818	1907	39384	39295	4.55e-09	59.9
contig113427	contig67161	70.614	228	24	21	1226	1423	50673	50887	1.93e-07	54.5
contig113427	contig67161	76.136	88	17	4	3017	3103	8846	8762	2.35e-06	50.9
contig113427	contig67161	84.314	51	6	2	7988	8036	47166	47216	2.35e-06	50.0
contig113427	contig67161	79.412	68	8	4	7990	8052	45005	45071	8.22e-06	48.2
contig113427	contig67161	80.357	56	6	3	3213	3266	54153	54205	3.49e-04	43.7
contig113427	contig14679	79.346	673	55	37	3569	4184	32162	32807	5.50e-141	497
contig113427	contig14679	72.535	1085	129	76	2436	3429	30959	31965	9.96e-119	424
contig113427	contig14679	82.857	385	33	25	14785	15149	23358	23729	3.72e-86	315
contig113427	contig14679	80.000	445	43	29	4395	4822	32680	33095	1.30e-85	313
contig113427	contig14679	80.000	165	16	14	7988	8149	31984	32134	4.25e-22	102
contig113427	contig14679	76.871	147	17	10	286	416	27845	27990	3.98e-16	83.3
contig113427	contig14679	95.556	45	0	2	1271	1313	29124	29168	3.06e-11	66.2
contig113427	contig14679	73.256	86	21	2	633	718	14105	14188	1.00e-04	45.5
contig113427	NODE_38289_length_618_cov_5.647166	80.000	445	74	6	5861	6295	179	618	2.05e-108	389
contig113427	NODE_38289_length_618_cov_5.647166	88.889	108	12	0	4531	4638	67	174	4.85e-34	141
contig113427	NODE_65428_length_363_cov_4.945205	82.656	369	46	8	7200	7563	2	357	3.48e-99	358
contig113427	NODE_65428_length_363_cov_4.945205	78.638	323	36	2	4681	4971	322	1	1.22e-79	293
contig113427	expressed_cds	94.211	190	11	0	5864	6053	112	301	1.22e-79	294
contig113427	expressed_cds	100.000	92	0	0	7274	7365	298	389	1.22e-41	167
contig113427	expressed_cds	87.619	105	13	0	4537	4641	3	107	8.77e-31	132
contig113427	expressed_cds	90.217	92	9	0	4809	4900	389	298	3.73e-29	126
contig113427	expressed_cds	90.476	42	0	3	8834	8874	394	432	8.22e-06	49.1
contig113427	NODE_44048_length_535_cov_2.969828	74.182	275	53	4	5858	6123	190	455	8.20e-44	175
contig113427	NODE_44048_length_535_cov_2.969828	89.565	115	12	0	4531	4645	81	195	7.68e-38	154
contig14679	contig14679	100.000	33268	0	0	1	33268	1	33268	0.0	59995
contig14679	contig14679	76.514	545	69	31	14546	15062	13231	13744	1.52e-87	320
contig14679	contig14679	76.514	545	69	31	13231	13744	14546	15062	1.52e-87	320
contig14679	contig14679	74.314	510	97	24	5356	5844	4836	5332	6.47e-67	252
contig14679	contig14679	74.314	510	97	24	4836	5332	5356	5844	6.47e-67	252
contig14679	contig14679	74.330	448	44	29	4333	4743	4198	4611	3.14e-58	224
contig14679	contig14679	74.330	448	44	29	4198	4611	4333	4743	3.14e-58	224
contig14679	contig14679	75.636	275	36	18	4476	4727	4200	4466	8.43e-34	141
contig14679	contig14679	75.636	275	36	18	4200	4466	4476	4727	8.43e-34	141
contig14679	contig14679	77.540	187	35	6	7781	7963	4719	4902	1.86e-29	128
contig14679	contig14679	77.540	187	35	6	4719	4902	7781	7963	1.86e-29	128
contig14679	contig14679	78.571	182	27	9	5696	5873	5406	5579	2.26e-28	123
contig14679	contig14679	78.571	182	27	9	5406	5579	5696	5873	2.26e-28	123
contig14679	contig14679	77.564	156	27	7	5170	5320	4869	5021	2.58e-21	100
contig14679	contig14679	77.564	156	27	7	4869	5021	5170	5320	2.58e-21	100
contig14679	contig14679	82.203	118	13	7	7341	7458	5500	5609	1.10e-19	95.1
